,cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2553,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Maine,2016-09-07,2016-09-13,Google Consumer Surveys,B,88.0,lv,0.0025498,33.34,27.83,8.49,,41.43749,37.10577,4.388874,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45763,71447,9/14/16,09:35:33  8 Nov 2016
2554,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-09-27,2016-10-03,Google Consumer Surveys,B,22006.0,lv,0.0025429,38.55,33.51,7.03,,45.24836,42.15966,3.660731,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46458,72656,10/5/16,09:35:33  8 Nov 2016
2555,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-10-16,2016-10-18,The Times-Picayune/Lucid,,1639.0,lv,0.0025379,46.0,36.0,6.0,,46.41181,41.26712,2.895303,,,https://luc.id/2016-presidential-tracker/,47075,73663,10/19/16,09:35:33  8 Nov 2016
2556,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,North Carolina,2016-09-27,2016-10-03,Google Consumer Surveys,B,734.0,lv,0.0025246,31.28,41.89,7.83,,37.86388,50.3035,4.460731,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46486,72684,10/5/16,09:35:33  8 Nov 2016
2557,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Colorado,2016-10-17,2016-10-25,SurveyMonkey,C-,1595.0,lv,0.0025228,44.0,38.0,12.0,,42.61779,39.86179,8.234497,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47478,74270,10/26/16,09:35:33  8 Nov 2016
2558,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Pennsylvania,2016-10-17,2016-10-25,SurveyMonkey,C-,2131.0,lv,0.0024927,48.0,42.0,6.0,,46.59914,43.612,2.234497,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47511,74303,10/26/16,09:35:33  8 Nov 2016
2559,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,West Virginia,2016-09-14,2016-09-20,Google Consumer Surveys,B,82.0,lv,0.0024837,19.42,35.52,10.5,,27.06054,44.15328,6.591606,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45997,71884,9/22/16,09:35:33  8 Nov 2016
2560,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,New Hampshire,2016-09-07,2016-09-13,Google Consumer Surveys,B,75.0,lv,0.0024503,34.66,34.38,10.44,,42.86279,43.79239,6.338874,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45772,71456,9/14/16,09:35:33  8 Nov 2016
2561,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Illinois,2016-09-16,2016-09-22,Ipsos,A-,426.0,lv,0.0024476,53.43,30.81,,,53.52977,31.42543,,,,http://www.reuters.com/statesofthenation/,46066,72058,9/26/16,09:35:33  8 Nov 2016
2562,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Louisiana,2016-09-02,2016-09-22,Ipsos,A-,369.0,lv,0.0024407,35.79,51.87,,,36.02374,52.63188,,,,http://www.reuters.com/statesofthenation/,46071,72063,9/26/16,09:35:33  8 Nov 2016
2563,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Kansas,2016-09-21,2016-09-26,Google Consumer Surveys,B,252.0,lv,0.0024394,42.95,30.92,9.46,,50.3071,39.48919,5.79211,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46250,72309,9/28/16,09:35:33  8 Nov 2016
2564,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Washington,2016-09-27,2016-10-03,Google Consumer Surveys,B,569.0,lv,0.0024364,45.41,24.67,8.26,,52.24176,33.59483,4.890731,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46506,72704,10/5/16,09:35:33  8 Nov 2016
2565,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Idaho,2016-08-26,2016-09-15,Ipsos,A-,176.0,lv,0.0024284,31.94,56.14,,,31.41261,56.44347,,,,http://www.reuters.com/statesofthenation/,45841,71605,9/16/16,09:35:33  8 Nov 2016
2566,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Arizona,2016-09-16,2016-09-29,Ipsos,A-,533.0,lv,0.0024159,44.13,45.74,,,43.73918,46.02051,,,,http://www.reuters.com/statesofthenation/,46338,72466,10/3/16,09:35:33  8 Nov 2016
2567,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Colorado,2016-06-21,2016-06-24,YouGov,B,996.0,lv,0.0024155,40.0,39.0,4.0,,43.74041,43.59026,1.621856,,,http://www.cbsnews.com/news/poll-donald-trump-hillary-clinton-poll-florida-north-carolina-wisconsin-colorado-battleground-states/?platform=hootsuite,44410,67390,6/26/16,09:35:33  8 Nov 2016
2568,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Louisiana,2016-09-21,2016-09-26,Google Consumer Surveys,B,221.0,lv,0.0023896,30.6,45.73,4.85,,37.64731,53.86173,1.18211,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46252,72311,9/28/16,09:35:33  8 Nov 2016
2569,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Hawaii,2016-09-14,2016-09-20,Google Consumer Surveys,B,42.0,lv,0.0023836,43.2,31.59,2.79,,51.06284,40.50726,-1.118394,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45959,71846,9/22/16,09:35:33  8 Nov 2016
2570,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Colorado,2016-09-27,2016-10-03,Google Consumer Surveys,B,558.0,lv,0.0023811,38.58,28.19,9.21,,45.37133,37.03143,5.840731,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46464,72662,10/5/16,09:35:33  8 Nov 2016
2571,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Texas,2016-10-04,2016-10-09,Google Consumer Surveys,B,958.0,lv,0.0023801,31.75,39.97,7.9,,37.71021,48.65324,5.040239,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46729,73033,10/10/16,09:35:33  8 Nov 2016
2572,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Delaware,2016-09-07,2016-09-13,Google Consumer Surveys,B,103.0,lv,0.0023711,33.9,28.33,7.86,,41.59289,37.08086,3.758874,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45750,71434,9/14/16,09:35:33  8 Nov 2016
2573,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Kansas,2016-06-04,2016-06-06,Zogby Interactive/JZ Analytics,C-,433.0,rv,0.0023671,43.0,36.0,,,44.06337,41.34155,,,,http://kansashealth.org/sites/default/files/ZogbyPollResults.pdf,44243,66618,6/14/16,09:35:33  8 Nov 2016
2574,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Georgia,2016-05-27,2016-05-30,Public Policy Polling,B+,724.0,v,0.002366,38.0,45.0,6.0,,40.28816,48.99729,3.060866,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_GA_60116.pdf,44172,66106,6/1/16,09:35:33  8 Nov 2016
2575,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Kansas,2016-07-11,2016-07-21,Fort Hays State University,C-,542.0,lv,0.0023621,27.0,44.0,7.0,,31.53495,47.38951,4.042493,,,http://bloximages.chicago2.vip.townnews.com/hutchnews.com/content/tncms/assets/v3/editorial/1/92/1926b6ac-a5f6-5a77-85b5-3231499f83d7/5794264c5bf4c.pdf.pdf,44672,68219,7/24/16,09:35:33  8 Nov 2016
2576,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-09-14,2016-09-18,Ipsos,A-,1087.0,lv,0.0023615,38.7,39.7,6.7,,41.00661,42.5626,3.895964,,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,45903,71728,9/20/16,09:35:33  8 Nov 2016
2577,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Oregon,2016-08-26,2016-09-15,Ipsos,A-,508.0,lv,0.002354,44.19,40.95,,,44.01286,41.63072,,,,http://www.reuters.com/statesofthenation/,45865,71629,9/16/16,09:35:33  8 Nov 2016
2578,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-09-27,2016-10-03,CVOTER International,C+,1275.0,lv,0.0023462,47.34,48.51,,,45.46378,46.19554,,,,http://www.upi.com/Top_News/US/2016/10/17/UPICVoter-poll-Hillary-Clinton-leads-Donald-Trump-by-469-points/2921476714500/?spt=sec&or=tn,47012,73505,10/18/16,09:35:33  8 Nov 2016
2579,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Mississippi,2016-09-14,2016-09-20,Google Consumer Surveys,B,246.0,lv,0.0023446,17.14,54.84,4.33,,24.32954,62.89716,0.4216056,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45973,71860,9/22/16,09:35:33  8 Nov 2016
2580,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,West Virginia,2016-08-26,2016-09-15,Ipsos,A-,146.0,lv,0.0023344,38.76,49.23,,,38.79807,50.08559,,,,http://www.reuters.com/statesofthenation/,45873,71637,9/16/16,09:35:33  8 Nov 2016
2581,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Minnesota,2016-09-27,2016-10-03,Google Consumer Surveys,B,578.0,lv,0.0023268,37.89,28.42,8.46,,44.6601,37.21762,5.090731,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46482,72680,10/5/16,09:35:33  8 Nov 2016
2582,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Arizona,2016-09-27,2016-10-03,Google Consumer Surveys,B,579.0,lv,0.0023259,38.76,32.92,6.48,,45.49306,41.64124,3.110731,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46462,72660,10/5/16,09:35:33  8 Nov 2016
2583,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Michigan,2016-09-09,2016-09-22,Ipsos,A-,632.0,lv,0.0023221,42.97,41.67,,,42.49048,41.75297,,,,http://www.reuters.com/statesofthenation/,46075,72067,9/26/16,09:35:33  8 Nov 2016
2584,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,New York,2016-10-17,2016-10-25,SurveyMonkey,C-,1169.0,lv,0.0023182,58.0,31.0,5.0,,56.60896,32.74352,1.234497,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47505,74297,10/26/16,09:35:33  8 Nov 2016
2585,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,New Hampshire,2016-08-26,2016-09-15,Ipsos,A-,176.0,lv,0.0023115,48.47,38.66,,,48.07941,39.23057,,,,http://www.reuters.com/statesofthenation/,45858,71622,9/16/16,09:35:33  8 Nov 2016
2586,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-09-13,2016-09-17,Ipsos,A-,1137.0,lv,0.0023102,40.4,38.4,6.2,,42.73427,41.29131,3.379046,,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,45904,71729,9/20/16,09:35:33  8 Nov 2016
2587,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,California,2016-10-17,2016-10-25,SurveyMonkey,C-,1923.0,lv,0.0023077,54.0,31.0,8.0,,52.60926,32.74765,4.234497,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47477,74269,10/26/16,09:35:33  8 Nov 2016
2588,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Minnesota,2016-09-09,2016-09-22,Ipsos,A-,510.0,lv,0.0023072,42.86,35.94,,,42.25097,35.91811,,,,http://www.reuters.com/statesofthenation/,46076,72068,9/26/16,09:35:33  8 Nov 2016
2589,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Mississippi,2016-08-26,2016-09-15,Ipsos,A-,173.0,lv,0.0023061,37.2,51.15,,,37.66637,52.26472,,,,http://www.reuters.com/statesofthenation/,45853,71617,9/16/16,09:35:33  8 Nov 2016
2590,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-10-15,2016-10-17,The Times-Picayune/Lucid,,1641.0,lv,0.0023016,45.0,36.0,7.0,,45.43769,41.37117,3.806019,,,https://luc.id/2016-presidential-tracker/,47031,73535,10/18/16,09:35:33  8 Nov 2016
2591,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-10-06,2016-10-12,USC Dornsife/LA Times,,2838.0,lv,0.0022986,44.16,44.28,,,45.31009,43.00685,,,,http://latimes.com/politics/,46775,73145,10/13/16,09:35:33  8 Nov 2016
2592,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,North Carolina,2016-06-21,2016-06-24,YouGov,B,988.0,lv,0.0022893,44.0,42.0,2.0,,47.35064,46.00307,-0.3781444,,,http://www.cbsnews.com/news/poll-donald-trump-hillary-clinton-poll-florida-north-carolina-wisconsin-colorado-battleground-states/?platform=hootsuite,44412,67392,6/26/16,09:35:33  8 Nov 2016
2593,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Oklahoma,2016-09-21,2016-09-26,Google Consumer Surveys,B,163.0,lv,0.0022801,22.59,35.91,14.24,,29.77837,44.24092,10.57211,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46270,72329,9/28/16,09:35:33  8 Nov 2016
2594,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Arkansas,2016-09-14,2016-09-20,Google Consumer Surveys,B,179.0,lv,0.0022747,36.41,35.42,6.93,,43.91448,43.87947,3.021605,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45949,71836,9/22/16,09:35:33  8 Nov 2016
2595,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,North Carolina,2016-10-17,2016-10-25,SurveyMonkey,C-,1825.0,lv,0.0022739,47.0,43.0,7.0,,45.5932,44.53257,3.234497,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47506,74298,10/26/16,09:35:33  8 Nov 2016
2596,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-07-31,2016-08-02,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1022.0,rv,0.0022645,44.0,35.0,12.0,,48.19122,41.70842,7.754573,,,http://www.foxnews.com/politics/interactive/2016/08/03/fox-news-poll-aug-3-2016/,44761,68488,8/3/16,09:35:33  8 Nov 2016
2597,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Idaho,2016-09-14,2016-09-20,Google Consumer Surveys,B,144.0,lv,0.0022625,18.72,43.51,8.14,,26.39607,52.18867,4.231606,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45961,71848,9/22/16,09:35:33  8 Nov 2016
2598,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Connecticut,2016-09-21,2016-09-26,Google Consumer Surveys,B,291.0,lv,0.0022555,37.53,31.5,7.61,,44.98434,40.20651,3.94211,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46240,72299,9/28/16,09:35:33  8 Nov 2016
2599,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Missouri,2016-09-27,2016-10-03,Google Consumer Surveys,B,611.0,lv,0.002248,38.49,29.66,8.14,,45.14269,38.21545,4.770731,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46483,72681,10/5/16,09:35:33  8 Nov 2016
2600,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Washington,2016-09-09,2016-09-22,Ipsos,A-,429.0,lv,0.0022453,49.39,35.21,,,49.32199,35.75592,,,,http://www.reuters.com/statesofthenation/,46097,72089,9/26/16,09:35:33  8 Nov 2016
2601,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-07-11,2016-07-14,ABC News/Washington Post,A+,543.0,lv,0.0022415,45.0,39.0,8.0,,46.22692,41.98976,5.119048,,,http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-national-poll-july-11-14/2061/,44606,68023,7/18/16,09:35:33  8 Nov 2016
2602,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Nevada,2016-09-14,2016-09-20,Google Consumer Surveys,B,236.0,lv,0.002227,32.23,33.54,15.06,,39.80617,42.09105,11.15161,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45981,71868,9/22/16,09:35:33  8 Nov 2016
2603,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Indiana,2016-04-26,2016-04-28,Marist College,A,2149.0,rv,0.0022254,41.0,48.0,,,37.88643,51.7179,,,,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/NBC%20NewsWSJMarist.pdf,44008,65258,5/2/16,09:35:33  8 Nov 2016
2604,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Florida,2016-06-25,2016-06-27,SurveyUSA,A,1678.0,lv,0.0022127,46.0,42.0,2.0,,47.46618,44.92581,-0.6465494,,,http://www.baynews9.com/content/news/baynews9/news/article.html/content/news/articles/cfn/2016/6/29/florida_decides_polls_presidential_race.html,44457,67511,6/29/16,09:35:33  8 Nov 2016
2605,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-07-08,2016-07-12,CBS News/New York Times,A-,1358.0,rv,0.0022119,36.0,36.0,12.0,,40.40231,42.26572,7.142893,,,https://www.scribd.com/document/318275701/CBS-NYT-POLL-Hillary-Clinton-and-Donald-Trump-tied-going-into-conventions#fullscreen&from_embed,44580,67942,7/14/16,09:35:33  8 Nov 2016
2606,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-07-05,2016-07-06,Zogby Interactive/JZ Analytics,C-,1257.0,lv,0.0022116,41.0,38.0,5.0,,44.45365,44.66807,2.621259,,,http://zogbyanalytics.com/news/755-clinton-maintains-small-lead-against-trump-trump-s-numbers-improve-among-hispanic-voters,44870,68795,8/16/16,09:35:33  8 Nov 2016
2607,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Kentucky,2016-09-21,2016-09-26,Google Consumer Surveys,B,320.0,lv,0.0022107,32.6,35.16,6.86,,39.83096,43.55107,3.19211,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46251,72310,9/28/16,09:35:33  8 Nov 2016
2608,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Michigan,2016-09-27,2016-10-03,Google Consumer Surveys,B,657.0,lv,0.0021958,37.61,30.85,7.76,,44.32334,39.53054,4.390731,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46481,72679,10/5/16,09:35:33  8 Nov 2016
2609,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,New Mexico,2016-08-26,2016-09-15,Ipsos,A-,141.0,lv,0.0021956,37.79,43.19,,,34.78744,41.0132,,,,http://www.reuters.com/statesofthenation/,45860,71624,9/16/16,09:35:33  8 Nov 2016
2610,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,New York,2016-09-16,2016-09-22,Ipsos,A-,535.0,lv,0.0021945,52.85,34.06,,,53.25204,34.993,,,,http://www.reuters.com/statesofthenation/,46085,72077,9/26/16,09:35:33  8 Nov 2016
2611,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Massachusetts,2016-09-09,2016-09-22,Ipsos,A-,509.0,lv,0.0021939,53.52,30.28,,,53.62059,31.07381,,,,http://www.reuters.com/statesofthenation/,46074,72066,9/26/16,09:35:33  8 Nov 2016
2612,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Virginia,2016-07-06,2016-07-10,Hampton University,B,805.0,lv,0.0021921,38.8,39.2,,,42.12725,39.97872,,,,http://docs.hamptonu.edu/student/Survey_of_805_Likely_Voters_-_Virginia_Statewide_Survey_ndash_Presidential_Poll_2016_ndash_July_2016_20160715165247.pdf,44603,68001,7/16/16,09:35:33  8 Nov 2016
2613,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Wisconsin,2016-09-09,2016-09-22,Ipsos,A-,526.0,lv,0.0021867,41.12,41.09,,,41.174,41.72646,,,,http://www.reuters.com/statesofthenation/,46099,72091,9/26/16,09:35:33  8 Nov 2016
2614,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Colorado,2016-09-09,2016-09-22,Ipsos,A-,391.0,lv,0.0021824,42.05,43.82,,,41.16293,43.52929,,,,http://www.reuters.com/statesofthenation/,46060,72052,9/26/16,09:35:33  8 Nov 2016
2615,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-09-26,2016-10-02,CVOTER International,C+,1285.0,lv,0.002174,46.89,49.38,,,45.09567,47.01201,,,,http://www.upi.com/Top_News/US/2016/10/03/UPICVoter-poll-Donald-Trump-leads-Hillary-Clinton-by-25-points/9051475504225/?spt=sec&or=tn,46328,72453,10/3/16,09:35:33  8 Nov 2016
2616,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-07-21,2016-07-22,Echelon Insights,,742.0,lv,0.0021692,42.0,41.0,3.0,,46.33205,43.58588,0.5905007,,,https://s3.amazonaws.com/ei-static/EchelonLucid-PostRNC072216.pdf,44663,68193,7/22/16,09:35:33  8 Nov 2016
2617,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Texas,2016-09-16,2016-09-22,Ipsos,A-,462.0,lv,0.0021498,32.6,48.1,,,32.4696,48.47384,,,,http://www.reuters.com/statesofthenation/,46094,72086,9/26/16,09:35:33  8 Nov 2016
2618,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-09-12,2016-09-16,Ipsos,A-,1127.0,lv,0.0021414,42.1,37.3,6.2,,44.45187,40.23436,3.359515,,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,45905,71730,9/20/16,09:35:33  8 Nov 2016
2619,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Tennessee,2016-09-21,2016-09-26,Google Consumer Surveys,B,449.0,lv,0.0021295,25.38,47.7,7.02,,32.60078,56.07669,3.35211,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46276,72335,9/28/16,09:35:33  8 Nov 2016
2620,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Arkansas,2016-08-26,2016-09-15,Ipsos,A-,286.0,lv,0.0021204,41.34,51.28,,,41.26805,51.97454,,,,http://www.reuters.com/statesofthenation/,45834,71598,9/16/16,09:35:33  8 Nov 2016
2621,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Florida,2016-10-04,2016-10-09,Google Consumer Surveys,B,893.0,lv,0.002119,36.85,37.09,6.01,,42.82755,45.84213,3.150239,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46695,72999,10/10/16,09:35:33  8 Nov 2016
2622,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Rhode Island,2016-08-31,2016-09-06,Google Consumer Surveys,B,65.0,lv,0.0021105,41.18,23.5,7.0,,49.56853,33.35373,2.713565,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45478,70796,9/9/16,09:35:33  8 Nov 2016
2623,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-10-05,2016-10-11,USC Dornsife/LA Times,,2868.0,lv,0.002106,44.35,43.95,,,45.53951,42.6463,,,,http://latimes.com/politics/,46751,73100,10/12/16,09:35:33  8 Nov 2016
2624,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-10-14,2016-10-16,The Times-Picayune/Lucid,,1640.0,lv,0.0020864,43.0,38.0,7.0,,43.48021,43.43917,3.724312,,,https://luc.id/2016-presidential-tracker/,46889,73367,10/17/16,09:35:33  8 Nov 2016
2625,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Texas,2016-06-10,2016-06-20,YouGov,B,1200.0,rv,0.0020806,32.0,39.0,7.0,,36.70123,45.26503,3.862218,,,https://texaspolitics.utexas.edu/blog/university-texas-texas-politics-project-poll-shows-trump-leading-clinton-amidst-signs-disunity,44419,67411,6/27/16,09:35:33  8 Nov 2016
2626,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,North Carolina,2016-06-14,2016-06-18,TargetPoint,C,200.0,lv,0.0020789,39.0,45.0,,,39.82144,46.87377,,,,http://projects.fivethirtyeight.com/polls/20160711_targetpoint_statewide.pdf,44534,67811,7/11/16,09:35:33  8 Nov 2016
2627,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Pennsylvania,2016-06-14,2016-06-18,TargetPoint,C,200.0,lv,0.0020789,45.0,41.0,,,45.81408,42.91685,,,,http://projects.fivethirtyeight.com/polls/20160711_targetpoint_statewide.pdf,44536,67813,7/11/16,09:35:33  8 Nov 2016
2628,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Ohio,2016-06-14,2016-06-18,TargetPoint,C,200.0,lv,0.0020789,46.0,43.0,,,46.64001,44.80494,,,,http://projects.fivethirtyeight.com/polls/20160711_targetpoint_statewide.pdf,44533,67810,7/11/16,09:35:33  8 Nov 2016
2629,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Nevada,2016-06-14,2016-06-18,TargetPoint,C,200.0,lv,0.0020789,45.0,46.0,,,45.4889,47.65979,,,,http://projects.fivethirtyeight.com/polls/20160711_targetpoint_statewide.pdf,44535,67812,7/11/16,09:35:33  8 Nov 2016
