,age,fnlwgt,education,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income,Scored Labels,Scored Probabilities
5159,36,215503,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,65,<=50K,<=50K,0.08068343202808279
5160,30,272451,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.06734952099476496
5161,40,260425,Assoc-acdm,12,Separated,Unmarried,White,Female,1471,0,32,<=50K,<=50K,0.008611780757977399
5162,45,278151,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.35511639133011974
5163,45,199590,Some-college,10,Married-civ-spouse,Husband,White,Male,0,1887,40,>50K,>50K,0.953046151200595
5164,46,172695,11th,7,Widowed,Not-in-family,White,Female,0,0,27,<=50K,<=50K,0.039968725137465785
5165,50,162327,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,>50K,0.5705163058507604
5166,56,251836,5th-6th,3,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.0745720895542907
5167,24,441700,Bachelors,13,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.015709419064339456
5168,39,242922,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,<=50K,0.1858114235279253
5169,27,109001,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,49,<=50K,<=50K,0.18643120511278355
5170,67,197865,Some-college,10,Divorced,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.030168255649089155
5171,39,509060,Some-college,10,Divorced,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.09598038719256897
5172,63,96299,HS-grad,9,Divorced,Unmarried,White,Male,0,0,45,>50K,<=50K,0.06835136274999055
5173,23,342769,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,20,<=50K,<=50K,0.0017830013932553198
5174,38,197077,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.2627733138096874
5175,20,117618,Some-college,10,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.0007999659042425988
5176,18,187240,11th,7,Never-married,Own-child,White,Male,0,0,18,<=50K,<=50K,0.00018286705543442498
5177,21,213341,11th,7,Married-spouse-absent,Own-child,White,Male,0,1762,40,<=50K,<=50K,0.0007897857983760774
5178,58,140363,HS-grad,9,Divorced,Not-in-family,White,Male,0,0,36,<=50K,<=50K,0.05821587733879697
5179,59,122283,Prof-school,15,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,99999,0,40,>50K,>50K,0.9965119686367779
5180,31,182896,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.01972652811201142
5181,56,134153,10th,6,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,<=50K,0.13972554674080884
5182,51,197163,Prof-school,15,Never-married,Not-in-family,White,Female,0,2559,50,>50K,>50K,0.9871021763397836
5183,33,117963,Bachelors,13,Never-married,Own-child,White,Male,0,0,38,<=50K,<=50K,0.06654704882337538
5184,38,81965,Assoc-voc,11,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.042597301782676
5185,58,43221,Some-college,10,Married-civ-spouse,Husband,White,Male,0,2415,40,>50K,>50K,0.9256015325198873
5186,40,100584,10th,6,Divorced,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,<=50K,<=50K,0.018781660877375074
5187,21,189888,HS-grad,9,Never-married,Not-in-family,White,Male,3325,0,60,<=50K,<=50K,0.0023223470549603147
5188,33,164190,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,7298,0,40,>50K,>50K,0.9768825712444897
5189,21,108670,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.0028356145668901674
5190,21,286824,Some-college,10,Never-married,Own-child,White,Male,0,0,12,<=50K,<=50K,0.0005428900217589218
5191,31,297188,Masters,14,Never-married,Not-in-family,White,Female,0,0,60,<=50K,<=50K,0.22770479775322472
5192,36,405644,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,35,<=50K,<=50K,0.14542057948387202
5193,29,413297,Some-college,10,Married-civ-spouse,Husband,White,Male,3411,0,70,<=50K,<=50K,0.07248682367905335
5194,77,83601,Prof-school,15,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,>50K,0.756397400855706
5195,26,171114,Bachelors,13,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.01805980261007969
5196,67,74335,HS-grad,9,Widowed,Not-in-family,White,Female,0,0,10,<=50K,<=50K,0.010938887172781958
5197,65,94552,Some-college,10,Divorced,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.036763240541166704
5198,47,236805,Some-college,10,Divorced,Unmarried,White,Female,0,0,60,<=50K,<=50K,0.1030009199470919
5199,35,54595,10th,6,Widowed,Not-in-family,Black,Female,0,1980,40,<=50K,<=50K,0.000697984014485088
5200,44,191814,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,>50K,0.5606810238332438
5201,22,264874,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.0016784484281876615
5202,41,29762,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,52,>50K,<=50K,0.2845043072925963
5203,55,477867,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.6227395176353979
5204,19,99246,11th,7,Never-married,Not-in-family,White,Female,0,0,25,<=50K,<=50K,0.00017687908118612505
5205,43,96249,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,42,>50K,<=50K,0.32332488801062115
5206,68,170182,Some-college,10,Never-married,Unmarried,Black,Female,0,0,40,<=50K,<=50K,0.018799103156496497
5207,69,185039,HS-grad,9,Married-civ-spouse,Husband,White,Male,9386,0,12,>50K,>50K,0.7837644847045623
5208,28,183597,Doctorate,16,Never-married,Not-in-family,White,Male,594,0,50,<=50K,<=50K,0.11735734748659976
5209,22,203240,10th,6,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.0027094130059087023
5210,43,239161,Some-college,10,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,40,<=50K,<=50K,0.35542847873481165
5211,26,205036,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,42,<=50K,<=50K,0.020516879337895783
5212,31,403468,Some-college,10,Separated,Unmarried,White,Female,0,0,50,<=50K,<=50K,0.07289094294346295
5213,22,60552,Some-college,10,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.0012635292885836793
5214,52,153751,9th,5,Separated,Not-in-family,Black,Female,0,0,30,<=50K,<=50K,0.016870546535632552
5215,32,295589,Masters,14,Married-civ-spouse,Husband,Black,Male,0,1977,40,>50K,>50K,0.9629217125855004
5216,22,122272,Bachelors,13,Never-married,Own-child,White,Female,0,0,35,<=50K,<=50K,0.00200765835461906
5217,39,167482,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,<=50K,0.3464421033292762
5218,17,82041,11th,7,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.0007175978110870745
5219,41,423217,Bachelors,13,Divorced,Not-in-family,White,Male,0,0,50,<=50K,<=50K,0.35587374198900873
5220,20,107242,HS-grad,9,Never-married,Not-in-family,Black,Male,0,0,40,<=50K,<=50K,0.0010359404317615646
5221,31,344200,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.21063129802616803
5222,39,473547,10th,6,Divorced,Own-child,Black,Male,0,0,40,<=50K,<=50K,0.01288544333286355
5223,41,94113,Prof-school,15,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,>50K,0.843570942981373
5224,46,98012,Assoc-voc,11,Divorced,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.059444778339254434
5225,30,191571,HS-grad,9,Separated,Own-child,White,Female,0,0,36,<=50K,<=50K,0.010001334278920552
5226,47,34458,7th-8th,4,Married-civ-spouse,Husband,White,Male,0,0,10,<=50K,<=50K,0.04827017177035483
5227,42,143046,HS-grad,9,Widowed,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.034925202964192034
5228,49,586657,Bachelors,13,Married-civ-spouse,Husband,White,Male,7298,0,40,>50K,>50K,0.9941348567132904
5229,19,247679,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,45,<=50K,<=50K,0.0032011097620437187
5230,68,286869,7th-8th,4,Widowed,Not-in-family,White,Female,0,1668,40,<=50K,<=50K,0.002266874301043335
5231,35,239755,Some-college,10,Never-married,Unmarried,White,Male,0,0,50,<=50K,<=50K,0.10659082342110938
5232,26,36201,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,50,<=50K,<=50K,0.0774619575079309
5233,40,116632,Bachelors,13,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.08517414522587928
5234,31,197689,HS-grad,9,Never-married,Not-in-family,Black,Female,0,0,38,<=50K,<=50K,0.010470651260142854
5235,41,155106,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.2795150290340156
5236,32,77634,11th,7,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,<=50K,0.09089139206229935
5237,56,76281,Bachelors,13,Married-spouse-absent,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.08906784632110139
5238,37,176900,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,99,>50K,<=50K,0.24054697410626993
5239,27,189462,Masters,14,Never-married,Not-in-family,White,Female,0,1504,45,<=50K,<=50K,0.11339712617136083
5240,30,337494,Assoc-acdm,12,Never-married,Not-in-family,White,Male,0,0,48,<=50K,<=50K,0.10790606722629358
5241,51,270194,9th,5,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.08590763228852881
5242,50,157043,11th,7,Divorced,Not-in-family,Black,Female,0,0,40,<=50K,<=50K,0.018016073753744602
5243,47,208407,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,2002,30,<=50K,<=50K,0.20616210882876712
5244,79,266119,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.4682277319971039
5245,33,194901,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.5776333513285363
5246,31,113364,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.16836978135328504
5247,25,49092,Bachelors,13,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.021291918683775776
5248,27,262478,HS-grad,9,Never-married,Own-child,Black,Male,0,0,30,<=50K,<=50K,0.0016744238277609548
5249,24,162282,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.012620227704762208
5250,33,182926,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.1329043684266397
5251,23,320294,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.005563566828318585
5252,25,361307,Bachelors,13,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.01723823220881447
5253,54,53833,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.313238333582063
5254,51,259323,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,70,<=50K,<=50K,0.4118194057263373
5255,33,288840,HS-grad,9,Married-spouse-absent,Unmarried,Black,Female,0,0,38,<=50K,<=50K,0.009369441850276532
5256,43,342567,Bachelors,13,Married-spouse-absent,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.10393689199814299
5257,34,131552,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.012847247526258
5258,60,90915,11th,7,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.15536815036526255
5259,37,497300,HS-grad,9,Never-married,Unmarried,Black,Male,0,0,40,<=50K,<=50K,0.023418363783801015
5260,71,152307,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,2377,45,>50K,>50K,0.7404630862589162
5261,26,94652,Some-college,10,Never-married,Own-child,Amer-Indian-Eskimo,Male,0,0,40,<=50K,<=50K,0.005758482651345939
5262,32,227214,Bachelors,13,Married-civ-spouse,Husband,Other,Male,0,0,40,<=50K,<=50K,0.42778873450053395
5263,47,120131,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.7111105326312929
5264,59,62020,HS-grad,9,Widowed,Not-in-family,Black,Male,0,0,40,<=50K,<=50K,0.09070929864491487
5265,27,258102,5th-6th,3,Never-married,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.005804219341550099
5266,24,278107,HS-grad,9,Never-married,Own-child,White,Male,0,0,60,<=50K,<=50K,0.015052973530771768
5267,27,85625,Some-college,10,Never-married,Not-in-family,White,Male,0,0,20,<=50K,<=50K,0.004342590921534693
5268,30,205204,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.011557038221434418
5269,22,310380,HS-grad,9,Never-married,Unmarried,Black,Female,0,0,40,<=50K,<=50K,0.001996570576965155
5270,45,107231,Bachelors,13,Divorced,Not-in-family,White,Male,0,0,45,<=50K,<=50K,0.33285680018721947
5271,61,202106,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,1902,40,>50K,>50K,0.9169280470635457
5272,36,154835,HS-grad,9,Separated,Own-child,Asian-Pac-Islander,Female,0,0,40,<=50K,<=50K,0.009417232483668162
5273,31,113129,Some-college,10,Never-married,Own-child,White,Female,0,0,65,<=50K,<=50K,0.02860875826856105
5274,39,115422,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,30,<=50K,<=50K,0.09676024813766018
5275,27,404998,Assoc-voc,11,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.012510426825907674
5276,28,155397,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,55,<=50K,<=50K,0.20837220862917372
5277,26,289700,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,25,<=50K,<=50K,0.0354289390842632
5278,38,122076,Some-college,10,Married-civ-spouse,Husband,White,Male,7298,0,43,>50K,>50K,0.9881376093568667
5279,33,137184,Assoc-acdm,12,Divorced,Unmarried,White,Male,0,0,50,>50K,<=50K,0.13170656947622122
5280,24,140027,Some-college,10,Never-married,Own-child,Black,Female,0,0,45,<=50K,<=50K,0.005572029101878483
5281,30,310889,Some-college,10,Never-married,Not-in-family,White,Male,0,0,55,<=50K,<=50K,0.09589287773284033
5282,73,200878,HS-grad,9,Widowed,Not-in-family,White,Female,0,0,15,<=50K,<=50K,0.008566007315575682
5283,59,284834,Bachelors,13,Married-civ-spouse,Wife,White,Female,2885,0,30,<=50K,<=50K,0.32088375591107177
5284,18,192583,Some-college,10,Never-married,Not-in-family,White,Female,0,0,30,<=50K,<=50K,0.0003086481532345035
5285,46,270565,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,>50K,0.5876228044074706
5286,41,94113,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,>50K,0.7460468845522573
5287,39,107233,HS-grad,9,Never-married,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,<=50K,<=50K,0.020572149187593144
5288,49,144396,11th,7,Divorced,Not-in-family,White,Female,0,0,38,<=50K,<=50K,0.027791772855856316
5289,69,199591,Prof-school,15,Married-civ-spouse,Wife,White,Female,0,0,25,<=50K,>50K,0.5342292271073172
5290,41,194636,Bachelors,13,Married-civ-spouse,Husband,White,Male,99999,0,65,>50K,>50K,0.9986266196078216
5291,29,104737,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,<=50K,0.1895118742609772
5292,36,51838,Some-college,10,Divorced,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.016470583841323785
5293,52,89041,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.33951062870868687
5294,19,244115,HS-grad,9,Never-married,Own-child,Black,Male,0,0,30,<=50K,<=50K,0.00013186234851588833
5295,24,190293,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.020508405672683708
5296,26,208994,Some-college,10,Never-married,Own-child,White,Male,0,0,12,<=50K,<=50K,0.0025952263521606465
5297,19,203319,11th,7,Never-married,Own-child,White,Male,0,0,30,<=50K,<=50K,0.00018286705543442498
5298,32,42485,HS-grad,9,Divorced,Unmarried,White,Male,0,0,40,<=50K,<=50K,0.01897973271510406
5299,39,153976,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.4025645742981681
5300,48,44434,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,61,>50K,>50K,0.7128012249697455
5301,31,103435,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,<=50K,0.2541740350728277
5302,51,125417,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,42,>50K,>50K,0.8004792648394058
5303,49,246183,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.35511639133011974
5304,49,124672,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.3591409110501079
5305,55,158702,Some-college,10,Never-married,Not-in-family,Black,Female,0,2339,45,<=50K,<=50K,0.14896359655706126
5306,48,117849,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.4471266689244216
5307,25,167031,Some-college,10,Never-married,Other-relative,Other,Female,0,0,25,<=50K,<=50K,0.0018695730350298432
5308,47,280798,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.4932313375956717
5309,38,177121,Some-college,10,Separated,Not-in-family,White,Female,0,0,58,<=50K,<=50K,0.10991957146338281
5310,58,94741,12th,8,Married-civ-spouse,Wife,White,Female,0,0,24,<=50K,<=50K,0.148031651300657
5311,48,171807,Bachelors,13,Divorced,Unmarried,White,Female,0,0,56,>50K,<=50K,0.30444188888393997
5312,70,105376,Some-college,10,Never-married,Other-relative,White,Male,0,0,40,<=50K,<=50K,0.03428105634527623
5313,22,251073,9th,5,Never-married,Own-child,White,Male,0,0,50,<=50K,<=50K,0.00953240651577952
5314,40,203761,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.2795150290340156
5315,56,35723,HS-grad,9,Divorced,Own-child,White,Male,0,0,40,<=50K,<=50K,0.039645876869776824
5316,33,98145,Some-college,10,Divorced,Unmarried,Amer-Indian-Eskimo,Male,0,0,30,<=50K,<=50K,0.008686037197197394
5317,21,306779,Some-college,10,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.0026802508101311856
5318,35,99146,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,<=50K,0.2750136771802465
5319,23,240049,Preschool,1,Never-married,Not-in-family,Asian-Pac-Islander,Female,0,0,40,<=50K,<=50K,0.0005659332974636989
5320,22,168187,Some-college,10,Never-married,Unmarried,White,Female,0,0,50,<=50K,<=50K,0.007889221100757416
5321,36,59313,Some-college,10,Separated,Own-child,Black,Male,0,0,40,<=50K,<=50K,0.018466380015675247
5322,31,101697,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,<=50K,0.47238969995740315
5323,39,181943,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,35,<=50K,<=50K,0.07029074638374143
5324,17,193748,11th,7,Never-married,Own-child,White,Male,0,0,15,<=50K,<=50K,0.00018286705543442498
5325,24,175254,Some-college,10,Never-married,Not-in-family,Black,Male,0,0,40,<=50K,<=50K,0.00882416327267917
5326,42,198422,Some-college,10,Divorced,Own-child,White,Female,0,0,40,<=50K,<=50K,0.029023841777826874
5327,31,137814,Some-college,10,Divorced,Own-child,White,Female,0,0,30,<=50K,<=50K,0.007703046393335199
5328,20,170800,Some-college,10,Never-married,Own-child,White,Female,0,0,15,<=50K,<=50K,0.00014407706469772395
5329,47,154940,Masters,14,Never-married,Not-in-family,White,Female,0,0,45,>50K,<=50K,0.3105684428579235
5330,61,222395,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.35007191414271865
5331,35,267966,11th,7,Never-married,Not-in-family,White,Male,0,0,50,<=50K,<=50K,0.04763251460448038
5332,35,127306,Assoc-voc,11,Never-married,Own-child,White,Female,14344,0,40,>50K,>50K,0.9865336638570978
5333,67,183374,HS-grad,9,Widowed,Not-in-family,White,Female,2329,0,15,<=50K,<=50K,0.0025479145647105566
5334,40,137421,HS-grad,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,60,<=50K,<=50K,0.2497186119556205
5335,30,131776,Masters,14,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.08731896927229292
5336,27,333296,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,30,<=50K,<=50K,0.010984465562257835
5337,22,262819,Some-college,10,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.0039881606303240925
5338,21,165475,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.030190722753289212
5339,39,142897,Assoc-voc,11,Never-married,Unmarried,White,Female,0,0,50,<=50K,<=50K,0.11474175495116241
5340,44,171722,HS-grad,9,Separated,Unmarried,White,Female,0,0,39,<=50K,<=50K,0.02858957367156301
5341,67,105252,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.5772882027919964
5342,30,331419,Assoc-acdm,12,Never-married,Not-in-family,White,Male,4787,0,50,>50K,>50K,0.5517942184402752
5343,30,206325,11th,7,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,<=50K,0.11426940509513075
5344,28,148645,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.00920439849115393
5345,72,284080,1st-4th,2,Divorced,Not-in-family,Black,Male,0,0,40,<=50K,<=50K,0.013458812594381166
5346,55,225365,HS-grad,9,Widowed,Unmarried,White,Female,0,0,30,<=50K,<=50K,0.011620399001004526
5347,62,174711,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,32,<=50K,<=50K,0.018273942595966732
5348,19,129586,Some-college,10,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.0009972898798536489
5349,19,91928,Some-college,10,Never-married,Other-relative,White,Female,0,0,35,<=50K,<=50K,0.00030591953094638184
5350,26,189185,HS-grad,9,Divorced,Own-child,White,Female,0,0,40,<=50K,<=50K,0.007977672736969652
5351,18,111476,11th,7,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.000752466977280572
5352,23,182117,Some-college,10,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.0031451117232753
5353,21,538822,HS-grad,9,Never-married,Other-relative,White,Male,0,0,40,<=50K,<=50K,0.09225439198129881
5354,30,172304,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,55,<=50K,<=50K,0.44168672430003286
5355,44,112517,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,20,>50K,<=50K,0.4726051687997062
5356,29,137063,HS-grad,9,Never-married,Unmarried,White,Male,0,0,38,<=50K,<=50K,0.022482653390026242
5357,27,38599,12th,8,Never-married,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.010128867151570074
5358,68,202699,Masters,14,Married-civ-spouse,Husband,White,Male,0,2377,42,>50K,>50K,0.9267163513642959
5359,46,96080,9th,5,Separated,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.011095679108731353
5360,47,84735,Masters,14,Married-civ-spouse,Wife,White,Female,0,0,20,>50K,>50K,0.6467443343337866
5361,40,63745,Assoc-voc,11,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.03763205098572397
5362,25,334267,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.15656997570710243
5363,24,62952,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.005320107490179684
5364,35,30529,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.17910023256130128
5365,53,58985,Some-college,10,Married-civ-spouse,Wife,White,Female,0,0,24,<=50K,<=50K,0.32400469439289675
5366,62,151369,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.0531305771933939
5367,22,122272,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.0018585010183676906
5368,47,148995,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,65,>50K,>50K,0.7977660960234942
5369,42,184018,HS-grad,9,Divorced,Unmarried,White,Male,1151,0,50,<=50K,<=50K,0.024450763580218752
5370,31,153005,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.5128987340718981
5371,33,159303,HS-grad,9,Divorced,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.014526185962927079
5372,42,201495,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,72,>50K,<=50K,0.47566947277875826
5373,39,343403,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,36,<=50K,<=50K,0.40014633548942885
5374,50,237729,HS-grad,9,Widowed,Not-in-family,White,Female,0,2444,72,>50K,>50K,0.9192882861993074
5375,56,403072,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,>50K,0.5973673002885648
5376,47,52795,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,46,<=50K,<=50K,0.38839475490162106
5377,30,280927,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.06734952099476496
5378,44,567788,5th-6th,3,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.12417089645219055
5379,55,393768,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,>50K,0.5694225360921815
5380,17,270587,11th,7,Never-married,Own-child,White,Male,0,0,20,<=50K,<=50K,0.0001377640283807288
5381,45,214627,Doctorate,16,Widowed,Unmarried,White,Male,15020,0,40,>50K,>50K,0.9982978585704764
5382,38,189916,Some-college,10,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,>50K,0.5878618962271808
5383,57,176897,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,<=50K,0.4150609073369556
5384,19,165310,HS-grad,9,Married-civ-spouse,Other-relative,White,Male,0,0,20,<=50K,<=50K,0.001220171108827894
5385,62,185503,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,>50K,0.684370966175139
5386,27,162404,HS-grad,9,Never-married,Not-in-family,Black,Male,2174,0,40,<=50K,<=50K,0.0029252969426808665
5387,30,173647,Some-college,10,Divorced,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.0461084509053723
5388,28,496526,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.015495502236367868
5389,40,247245,9th,5,Divorced,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.012159660058887968
5390,51,264457,11th,7,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,<=50K,0.16008259480558762
5391,90,46786,Bachelors,13,Married-civ-spouse,Husband,White,Male,9386,0,15,>50K,>50K,0.8127589178778278
5392,41,188307,HS-grad,9,Divorced,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.02202178548398784
5393,55,80445,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,>50K,0.6449291049943013
5394,40,121956,Bachelors,13,Married-spouse-absent,Not-in-family,Asian-Pac-Islander,Male,13550,0,40,>50K,>50K,0.9959591580947103
5395,24,228686,Some-college,10,Never-married,Not-in-family,White,Male,0,0,45,<=50K,<=50K,0.0273567341712845
5396,18,123343,11th,7,Never-married,Not-in-family,White,Female,0,0,30,<=50K,<=50K,0.00019932668486112524
5397,29,138537,Assoc-voc,11,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,<=50K,0.17750161216764732
